date,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
4/15/2004 1:00,-200,942.75,-200,3.120712813,659.5,-200,1162.5,-200,1296.5,862,11.57499981,58.75,0.799617012
4/15/2004 2:00,-200,899.25,-200,2.097104982,591.25,-200,1242.75,-200,1259,815.25,10.6500001,62.32499886,0.798782184
4/15/2004 3:00,-200,889.25,-200,1.677901961,559.25,-200,1330.75,-200,1240.75,713.75,10.20000005,63.19999981,0.786539024
4/15/2004 4:00,-200,846.75,-200,1.290829737,526.5,-200,1416.25,-200,1216,682,10.4749999,61.25,0.776092786
4/15/2004 5:00,-200,917.75,-200,2.577932199,624.75,-200,1255,-200,1297.5,743.75,9.299999952,65.82499886,0.772229173
4/15/2004 6:00,-200,1105,-200,7.934977356,896.5,-200,905.75,-200,1510.25,1049.75,9.125,67.375,0.781354358
4/15/2004 7:00,-200,1490.5,-200,21.39570599,1334.75,-200,624.75,-200,2001.25,1522,10.20000005,62.92500114,0.7831166
4/15/2004 8:00,-200,1507.75,-200,22.13969349,1354.75,-200,608.75,-200,2033.5,1623,11.5999999,58.67500019,0.799890474
4/15/2004 9:00,3.9,1489.25,536,19.06189173,1270,309,633.25,114,1888.5,1637.75,13.45000005,53.375,0.819627487
4/15/2004 10:00,3.8,1451.25,481,17.31359643,1219.25,327,661.25,127,1803.75,1633.25,15.0250001,49.27499962,0.836368629
4/15/2004 11:00,3.8,1454.25,460,17.50807157,1225,299,660.5,135,1808.75,1654.25,17.05000019,42.125,0.811962318
4/15/2004 12:00,3.9,1392.25,597,16.98595333,1209.5,257,689.25,135,1791.75,1559,18.44999981,36.90000057,0.775807175
4/15/2004 13:00,3.5,1350.5,465,16.98595333,1209.5,195,708.75,120,1782.5,1374,19.25000048,35.42500019,0.782412591
4/15/2004 14:00,4,1417.5,542,19.47685468,1281.75,231,680.75,129,1890,1418,19.1500001,35.65000057,0.782559004
4/15/2004 15:00,3,1303,437,14.80714874,1142.5,170,748.25,114,1734.25,1228.25,21.4749999,30.35000038,0.767693671
4/15/2004 16:00,3.1,1292.25,383,13.96537921,1115.5,192,746.25,129,1676,1292.75,19.57500029,34.64999962,0.780708533
4/15/2004 17:00,5.2,1560,778,24.37774068,1413.25,251,593.5,149,2046,1642.25,19.60000038,35.52499962,0.801650583
4/15/2004 18:00,5.9,1765,926,28.14370916,1506.75,289,533,149,2270.75,1895,18.27499962,44.14999962,0.918251232
4/15/2004 19:00,7.3,1874.5,1189,33.74682003,1636.5,351,482,158,2445.75,2086,17.37499952,47.75,0.939205953
4/15/2004 20:00,6.1,1746.25,824,24.19259897,1408.5,319,552.5,148,2119.25,1897.75,16.80000019,49.77500057,0.944563393
4/15/2004 21:00,4.6,1606.5,660,19.75263625,1289.5,264,587.25,134,1960,1758,16.20000029,53.19999981,0.972346317
4/15/2004 22:00,2.5,1277,203,9.312818439,951.5,144,802.25,111,1606.75,1284,14.875,59.05000019,0.992817375
4/15/2004 23:00,2.2,1206.5,136,7.252461688,867.75,119,877.25,106,1532.25,1075.25,13.92499971,64,1.013037814
4/16/2004 0:00,2,1208.5,114,7.136442303,862.75,120,881.75,108,1547.25,1084.25,13.67499995,66.82500076,1.041022381
4/16/2004 1:00,1.9,1188.5,110,6.714129542,844.25,96,886.75,93,1565.5,1048.75,13.44999981,69.60000038,1.068778877
4/16/2004 2:00,1.6,1131.75,127,5.956122344,809.75,77,899,83,1532,1021.25,12.8499999,71.94999886,1.063199547
4/16/2004 3:00,1,974.25,68,2.729591596,634.75,-200,1159,-200,1387,778,12.9000001,68.5,1.015473195
4/16/2004 4:00,1,1032.75,70,3.568286517,686.25,63,1029.5,69,1419.75,947.5,11.87499976,74.80000114,1.038022647
4/16/2004 5:00,1.2,1074.5,93,5.364484431,781.5,97,941,77,1504.75,988,11.5999999,76.40000153,1.041527622
4/16/2004 6:00,2,1241.75,179,10.00331363,977.75,180,777.5,87,1685.5,1184.25,11.70000005,75.25000191,1.032513603
4/16/2004 7:00,4.5,1656.75,523,23.23767049,1383.75,352,579,109,2175.75,1600.25,12.75,71.02499962,1.042811903
4/16/2004 8:00,4.1,1405.75,546,18.65074471,1258.25,279,636,116,1890.25,1494.75,13.79999995,61.09999943,0.959458306
4/16/2004 9:00,2.6,1149.75,251,9.86353213,972.5,186,827.25,105,1590,1187.75,15.30000019,51.44999981,0.888590529
4/16/2004 10:00,2.3,1184.25,222,10.15064987,983.25,169,822.5,106,1604.25,1165.5,16.62499976,48.72499943,0.914579411
4/16/2004 11:00,2.6,1223,212,10.98429314,1013.75,172,780.75,108,1666,1218.5,17.62499952,46.67500114,0.93244049
4/16/2004 12:00,2.4,1195.5,263,10.50935982,996.5,127,802,100,1643.5,1128,19.24999952,42.67499924,0.942539297
4/16/2004 13:00,4.3,1559.25,535,18.93902281,1266.5,230,652.75,149,2046.5,1373.25,15.72500038,62.52500057,1.109181193
4/16/2004 14:00,4.6,1543.75,609,18.93025943,1266.25,280,612.5,148,2065.75,1415.25,14.5,75.67500114,1.24245021
4/16/2004 15:00,4,1485.333333,449,17.45160666,1223.333333,242,650.3333333,126,1980,1302,14.4333334,77.39999898,1.265404896
4/16/2004 16:00,4.7,1498,536,17.66091505,1229.5,250,649.25,140,1962.5,1308,14.62500024,74.875,1.239102861
4/16/2004 17:00,5.7,1593.25,743,22.99912358,1377.5,309,581.75,142,2158.75,1448.5,14.625,75.97500038,1.257306697
4/16/2004 18:00,5.2,1528.5,575,20.44477998,1308.75,270,626.75,141,2083.25,1384.75,14.04999995,76.25,1.216587393
4/16/2004 19:00,6.4,1689,783,26.80857133,1474.25,323,560,149,2298.25,1491.75,13.875,77.97500038,1.230317277
4/16/2004 20:00,6,1535.25,706,19.94935424,1295,307,627.25,140,2038.75,1379.5,13.7750001,78,1.222888857
4/16/2004 21:00,3.4,1303.75,299,12.51376044,1067.25,224,736.75,117,1811,1166.75,13.5,79.35000229,1.222400818
4/16/2004 22:00,2.7,1234.5,159,9.606166402,962.75,166,803,103,1679.5,1094.75,13.07500005,80.14999962,1.201589746
4/16/2004 23:00,3.1,1281.25,171,9.969956268,976.5,171,794.25,99,1695.25,1104.5,12.7750001,81.02499962,1.191547272
4/17/2004 0:00,2.6,1167,162,8.11731384,904,169,845.5,100,1627.25,1051,12.72500014,80.625,1.181862227
4/17/2004 1:00,2.2,1133.75,111,7.136442303,862.75,120,868.5,88,1598.75,1009,12.5250001,81.79999924,1.183763856
4/17/2004 2:00,1.9,1099.75,134,6.37429751,829,103,886.75,83,1564.75,971.75,12.6500001,81.22499847,1.184931505
4/17/2004 3:00,-200,1056.75,-200,5.091118476,768,-200,958.25,-200,1527.25,883.75,12.42499971,82.39999962,1.184795418
4/17/2004 4:00,-200,901.5,-200,2.995843172,651.75,-200,1157.75,-200,1437.25,661.25,12.60000014,79.90000153,1.1618605
4/17/2004 5:00,-200,981.75,-200,4.238247947,723.75,-200,1055,-200,1507.5,773.75,12.7750001,79.97499847,1.176106038
4/17/2004 6:00,-200,996.75,-200,5.101134318,768.5,-200,1001.75,-200,1523.5,868.25,12.57500005,79.875,1.159630732
4/17/2004 7:00,-200,1141,-200,8.074610746,902.25,-200,904.75,-200,1672.25,965.25,12.54999995,79.60000229,1.153781174
4/17/2004 8:00,-200,1163.25,-200,8.756718181,929.75,-200,848.5,-200,1691.25,985.25,12.75,80.80000114,1.186331622
4/17/2004 9:00,-200,1106.5,-200,7.153794346,863.5,-200,911.25,-200,1604.25,963.25,13.45000005,78.125,1.199688945
4/17/2004 10:00,-200,1227.75,-200,9.248157299,949,-200,837.5,-200,1705.75,1068.75,14.57500029,74.85000038,1.234767266
4/17/2004 11:00,-200,1033,-200,5.956122344,809.75,-200,968.75,-200,1526.25,863.5,16.82500029,61.02500153,1.159860549
4/17/2004 12:00,-200,983.5,-200,4.98149872,762.5,-200,1053.75,-200,1472,641.25,18.80000019,50.125,1.076857185
4/17/2004 13:00,-200,1066.25,-200,7.522326711,879.25,-200,938.75,-200,1535.75,739.5,19.32500029,47.07499981,1.044519132
4/17/2004 14:00,-200,926,-200,3.937417278,707.25,-200,1130.25,-200,1428.75,531.5,19.25,46.625,1.029780827
4/17/2004 15:00,-200,978.5,-200,5.01129411,764,-200,1054.25,-200,1461.5,572,19.70000029,44.39999962,1.008078152
4/17/2004 16:00,-200,992.5,-200,5.39010394,782.75,-200,1032.75,-200,1482,629.5,19.3499999,45.72499943,1.016122915
4/17/2004 17:00,-200,969.75,-200,4.996386946,763.25,-200,1042.75,-200,1462,607.5,17.9000001,49.875,1.013515911
4/17/2004 18:00,-200,997,-200,5.498273509,788,-200,1014,-200,1481.5,644.25,16.92500019,53.22499943,1.017946668
4/17/2004 19:00,-200,1096.75,-200,7.820412173,891.75,-200,908.5,-200,1594.25,833,16.07500029,55.97500038,1.015072135
4/17/2004 20:00,-200,1105.25,-200,8.203007925,907.5,-200,899.75,-200,1566.25,923.25,16.54999971,52.77499962,0.985962137
4/17/2004 21:00,-200,992.75,-200,5.272685494,777,-200,1022,-200,1481.5,790,16.875,51.10000038,0.974259837
4/17/2004 22:00,-200,1135.75,-200,7.916840904,895.75,-200,918.75,-200,1622.75,960.5,16.9749999,50.82500076,0.975083341
4/17/2004 23:00,-200,1296.75,-200,10.68726918,1003,-200,797.5,-200,1700.25,1176.75,16.89999962,54.75,1.045480163
4/18/2004 0:00,-200,1110.25,-200,6.946757178,854.5,-200,897,-200,1568.25,943.25,16.25,57.22500038,1.049196739
4/18/2004 1:00,-200,1026.5,-200,6.31930645,826.5,-200,941.5,-200,1528.5,742,16.02500033,56.22500038,1.016409761
4/18/2004 2:00,-200,1024.25,-200,5.63869272,794.75,-200,982.25,-200,1501.25,704.75,15.625,60.22500038,1.061675072
4/18/2004 3:00,-200,991.75,-200,5.39010394,782.75,-200,988,-200,1526.75,662.5,14.625,68.17499924,1.128224846
4/18/2004 4:00,-200,928.5,-200,3.190110703,663.75,-200,1143.75,-200,1448.75,536.25,14.2750001,69.55000114,1.125685367
4/18/2004 5:00,-200,891.75,-200,1.935244746,579.25,-200,1308.5,-200,1396,441.25,13.82499981,71.92500114,1.131246304
4/18/2004 6:00,-200,895.25,-200,2.339416195,608.5,-200,1267.75,-200,1410.25,477,13.77499986,72.72500038,1.140187067
4/18/2004 7:00,-200,915.25,-200,2.393581165,612.25,-200,1266,-200,1411,506,14.17499995,72.32500076,1.163179328
4/18/2004 8:00,-200,947.25,-200,2.94809119,648.75,-200,1154.25,-200,1458.75,608,14.4749999,72.89999962,1.194991812
4/18/2004 9:00,-200,1031.5,-200,4.192061416,721.25,-200,1052,-200,1545.5,663,14.22500014,75.625,1.220126009
4/18/2004 10:00,-200,1218.5,-200,6.810174913,848.5,-200,900.75,-200,1664,912.25,14.5250001,77.20000076,1.269500559
4/18/2004 11:00,-200,1216.5,-200,7.269933358,868.5,-200,872.75,-200,1660.25,963.25,14.875,74.52499962,1.253001088
4/18/2004 12:00,-200,1096.5,-200,5.303210072,778.5,-200,980.25,-200,1565.25,802.5,15.5,67.35000038,1.17796471
4/18/2004 13:00,-200,937.75,-200,3.36015094,674,-200,1136.25,-200,1432.75,563.75,16.67499971,56,1.054424292
4/18/2004 14:00,-200,943.5,-200,3.402194128,676.5,-200,1139.5,-200,1435.75,500.5,17.07499933,55.54999924,1.072400394
4/18/2004 15:00,-200,1138.5,-200,6.776210144,847,-200,928.5,-200,1603.75,700.5,16.22500014,62.40000057,1.142286089
4/18/2004 16:00,-200,1163.25,-200,7.0442017,858.75,-200,920.75,-200,1603.25,782.5,17.35000038,58.90000057,1.156717247
4/18/2004 17:00,-200,1157.25,-200,7.664791387,885.25,-200,916.25,-200,1590.25,783.75,17.45000029,54.64999962,1.079950034
4/18/2004 18:00,-200,1154.25,-200,8.493495695,919.25,-200,876,-200,1622.75,860.75,17.4749999,54.17500019,1.072228921
4/18/2004 19:00,-200,1341.5,-200,13.5371991,1101.5,-200,744,-200,1824,1156.25,17.04999971,55.10000038,1.062056325
4/18/2004 20:00,-200,1178,-200,9.241701751,948.75,-200,846.75,-200,1652.75,1046.75,16.35000038,57.82499981,1.066863731
4/18/2004 21:00,-200,1151.5,-200,8.656039175,925.75,-200,853.5,-200,1668.75,1033.75,15.7750001,60.37500095,1.074415369
4/18/2004 22:00,-200,1078,-200,6.629867075,840.5,-200,920.25,-200,1594.75,962,15.50000024,63.29999924,1.107129412
4/18/2004 23:00,-200,1167,-200,9.145099271,945,-200,826,-200,1702.25,1099.75,15,65.17499924,1.10449943
4/19/2004 0:00,-200,1110.5,-200,7.772386849,889.75,-200,870.5,-200,1658.25,1047.25,14.5,67.32500076,1.105357913
4/19/2004 1:00,-200,988.25,-200,4.210510136,722.25,-200,1029,-200,1499.5,873.75,14.0999999,70.12500191,1.122428319
4/19/2004 2:00,-200,917.25,-200,3.402194128,676.5,-200,1102.5,-200,1493.75,747.25,13.79999971,73.34999847,1.151821029
4/19/2004 3:00,-200,850,-200,1.709211808,561.75,-200,1275,-200,1406.75,589,13.05000019,78.27499962,1.171600997
4/19/2004 4:00,-200,884.75,-200,2.069743918,589.25,-200,1238.25,-200,1442.5,635,13,78.17499924,1.166358624
4/19/2004 5:00,-200,888,-200,2.169655176,596.5,-200,1242.25,-200,1427.75,670.5,14.25,70.10000038,1.132785458
4/19/2004 6:00,-200,1100.666667,-200,6.882115916,851.6666667,-200,912.6666667,-200,1654.666667,991.6666667,14.03333314,70.93333181,1.130558285
4/19/2004 7:00,-200,1398.5,-200,16.51189972,1195.25,-200,680.25,-200,1975.5,1308,15.35000014,64.19999981,1.112299227
4/19/2004 8:00,-200,1324.5,-200,18.71173705,1260,-200,651.75,-200,1968.75,1303,16.54999971,57.94999981,1.082643412
4/19/2004 9:00,-200,1058.25,-200,8.530889106,920.75,-200,875.75,-200,1593.5,893.25,18.82499981,47.97500038,1.032256381
4/19/2004 10:00,-200,989.75,-200,6.759254915,846.25,-200,946.75,-200,1502.75,714.75,19.50000048,43.27500057,0.970568269
4/19/2004 11:00,-200,1018,-200,7.522326711,879.25,-200,949.5,-200,1573.5,684.5,18.5,45.54999924,0.96063111
4/19/2004 12:00,-200,1105.25,-200,10.88028596,1010,-200,810.5,-200,1708.5,946.5,18.0250001,46.72500038,0.956887582
4/19/2004 13:00,-200,1194,-200,13.38565703,1096.5,-200,742.75,-200,1846.5,1049.25,16.47500014,58.15000057,1.081292273
4/19/2004 14:00,-200,1088,-200,7.850492026,893,-200,891.5,-200,1565,741,12.125,75.60000038,1.066201695
4/19/2004 15:00,-200,1084,-200,8.845219157,933.25,-200,871.75,-200,1602.25,801,11.10000014,75.57500076,0.997393909
4/19/2004 16:00,-200,1206.5,-200,11.48230398,1031.5,-200,797.25,-200,1700.75,969.25,10.47500014,79.04999924,1.001634858
4/19/2004 17:00,-200,1186.25,-200,11.7670097,1041.5,-200,807.5,-200,1684.25,1037.75,9.950000286,80.47500038,0.985272032
4/19/2004 18:00,-200,1052.5,-200,8.282924286,910.75,-200,916.25,-200,1528,888.5,11.25,70.45000076,0.938861258
4/19/2004 19:00,-200,1031.5,-200,7.886652812,894.5,-200,920.75,-200,1507.75,879.25,10.70000005,71.52499771,0.919685928
4/19/2004 20:00,-200,988.5,-200,6.747961491,845.75,-200,960,-200,1475.5,846.25,9.875,73.95000076,0.900945419
4/19/2004 21:00,-200,930,-200,4.639503189,745,-200,1084.75,-200,1390.75,712.25,10.7750001,68.15000153,0.880582447
4/19/2004 22:00,-200,951.25,-200,5.046151091,765.75,-200,1055.5,-200,1431,746.75,10.1500001,73.97500038,0.917629933
4/19/2004 23:00,-200,985.25,-200,5.33380974,780,-200,1017,-200,1443.75,790.75,10.10000014,77.47500038,0.95790641
4/20/2004 0:00,-200,936.75,-200,3.861463963,703,-200,1135.75,-200,1376.75,636.75,9.924999952,77.69999886,0.949739883
4/20/2004 1:00,-200,886.75,-200,2.936204336,648,-200,1222.25,-200,1356.75,552.5,9.499999762,80.20000076,0.953330211
4/20/2004 2:00,-200,806,-200,1.495256595,544.25,-200,1429.25,-200,1289.5,448.75,9.525000095,79.70000076,0.948944812
4/20/2004 3:00,-200,770.5,-200,0.840593623,482.5,-200,1587.25,-200,1276.75,484.5,9.675000191,78.89999962,0.948721635
4/20/2004 4:00,-200,801.5,-200,1.202909806,518.5,-200,1523.25,-200,1314.75,540.25,9.75,80.02500153,0.966997545
4/20/2004 5:00,-200,877.5,-200,2.877077517,644.25,-200,1260.25,-200,1410,685,10.0250001,79.64999771,0.979974239
4/20/2004 6:00,-200,1069.5,-200,7.617176568,883.25,-200,942,-200,1624.5,925.25,10.2750001,79.375,0.99269744
4/20/2004 7:00,-200,1430,-200,20.71719327,1316.25,-200,638.25,-200,2069.25,1382,10.97500014,77.42499924,1.013537424
4/20/2004 8:00,-200,1564.5,-200,29.92056995,1549,-200,539.75,-200,2395.5,1645.25,12.3499999,69.22500038,0.990560796
4/20/2004 9:00,-200,1364.5,-200,20.09294356,1299,-200,637.25,-200,1999.25,1514,14.52499986,60.42500114,0.99364729
4/20/2004 10:00,-200,1348.25,-200,17.1368416,1214,-200,678,-200,1874.25,1508.75,16.04999971,56.25,1.018459233
4/20/2004 11:00,-200,1311.25,-200,19.3793943,1279,-200,647.5,-200,1990.5,1519.5,18.14999962,51.12500095,1.05513001
4/20/2004 12:00,-200,1302.25,-200,18.69430201,1259.5,-200,658,-200,1969.75,1471.25,22.97500038,37.52500057,1.038867836
4/20/2004 13:00,-200,1249.5,-200,15.77507502,1172.75,-200,719.75,-200,1869.5,1282,21.80000019,39.57499981,1.020891573
4/20/2004 14:00,-200,1082.75,-200,10.26512906,987.5,-200,859,-200,1643.25,1004,21.94999981,37.20000076,0.968349109
4/20/2004 15:00,-200,1004.5,-200,7.880621095,894.25,-200,956,-200,1530.25,713.75,23.79999971,31.39999914,0.913200104
4/20/2004 16:00,-200,1129,-200,13.70473469,1107,-200,843.5,-200,1742,940.25,25.875,26.9000001,0.884468702
4/20/2004 17:00,-200,1327.25,-200,19.74371428,1289.25,-200,711.5,-200,1937.5,1272,25.8499999,29.87500048,0.980845076
4/20/2004 18:00,-200,1427.5,-200,25.32237576,1437.25,-200,599.25,-200,2156,1525.5,22.5999999,39.45000076,1.067877222
4/20/2004 19:00,-200,1425.5,-200,23.85312505,1399.75,-200,612,-200,2102,1488,19.92500019,45.02500057,1.036439096
4/20/2004 20:00,-200,1310.25,-200,20.58987577,1312.75,-200,662.75,-200,1958.25,1474.5,17.92499971,47.44999981,0.965732588
4/20/2004 21:00,-200,1113.75,-200,12.26509566,1058.75,-200,791.5,-200,1704,1181.75,16.7750001,50.37500095,0.954457612
4/20/2004 22:00,-200,990.75,-200,7.748421496,888.75,-200,931.5,-200,1549.75,932.5,15.9749999,52.02500057,0.937535083
4/20/2004 23:00,-200,1089.25,-200,9.016969787,940,-200,865.75,-200,1589,1000.75,14.19999981,59.09999943,0.951998563
4/21/2004 0:00,-200,911.25,-200,4.538932154,739.75,-200,1070.75,-200,1411.75,755.75,14.17499995,56.65000057,0.911083427
4/21/2004 1:00,-200,1004.5,-200,5.7806188,801.5,-200,975.5,-200,1474,951.5,12.24999976,67.70000076,0.962515648
4/21/2004 2:00,-200,862.75,-200,3.18601047,663.5,-200,1172.25,-200,1381,807.5,13.20000005,61.72500038,0.932807735
4/21/2004 3:00,-200,856.5,-200,3.015836303,653,-200,1196.75,-200,1375.25,779,10.89999986,71,0.924905677
4/21/2004 4:00,-200,803.5,-200,2.012111171,585,-200,1301,-200,1318.5,716.5,11.29999995,67.60000134,0.903809183
4/21/2004 5:00,-200,870.75,-200,3.702708985,694,-200,1159.5,-200,1420.5,779,10.10000014,71.82499886,0.888049389
4/21/2004 6:00,-200,1034.5,-200,8.731501904,928.75,-200,886.5,-200,1598.75,1008.5,10.22500014,70.92500114,0.884122953
4/21/2004 7:00,-200,1512.75,-200,27.03257158,1479.75,-200,572.25,-200,2248.75,1594.5,11.75,65.99999809,0.908528105
4/21/2004 8:00,-200,1726.25,-200,40.26006084,1776.25,-200,478,-200,2684,1939.75,14.02499986,58.19999981,0.927118251
4/21/2004 9:00,-200,1396,-200,19.97624379,1295.75,-200,619.25,-200,1990.75,1628.25,17.00000024,50.19999981,0.964595846
4/21/2004 10:00,-200,1333,-200,17.06132635,1211.75,-200,667.5,-200,1854.25,1572.75,22.32500029,36.94999981,0.983811275
4/21/2004 11:00,-200,1161.25,-200,11.04689983,1016,-200,849.25,-200,1641.75,1186.75,24.44999981,30.9000001,0.9340481
4/21/2004 12:00,-200,1081.25,-200,10.59131362,999.5,-200,899.75,-200,1561,900.25,25.87500048,26.67500019,0.877070757
4/21/2004 13:00,-200,1075.25,-200,10.54347425,997.75,-200,914,-200,1573.75,800,25.82500029,26.05000019,0.854008983
4/21/2004 14:00,-200,1055.25,-200,9.645572228,964.25,-200,953,-200,1512.5,769.5,26.3499999,24.82500029,0.839296331
4/21/2004 15:00,-200,1052.5,-200,9.338736658,952.5,-200,988,-200,1483,758,27,22.2249999,0.780473234
4/21/2004 16:00,-200,1087.25,-200,12.74973887,1075.25,-200,943.5,-200,1557.75,885.75,27.29999971,20.45000029,0.730796289
4/21/2004 17:00,-200,1303.5,-200,19.7972719,1290.75,-200,765,-200,1838.25,1218.75,25.8499999,24.10000038,0.791242387
4/21/2004 18:00,-200,1625,-200,32.46799904,1607.75,-200,601.25,-200,2271.25,1724.5,25.25,28.875,0.915119593
4/21/2004 19:00,-200,1648.5,-200,33.6012026,1633.25,-200,584,-200,2328,1744.5,23.7750001,33.69999981,0.978632391
4/21/2004 20:00,-200,1442.75,-200,26.0408762,1455.25,-200,634.5,-200,2072.5,1600,21.40000057,35.97500038,0.905855821
4/21/2004 21:00,-200,1209.333333,-200,16.43757255,1193,-200,753,-200,1737.333333,1310,19.79999987,39.46666718,0.901571281
4/21/2004 22:00,-200,1104.75,-200,10.59815535,999.75,-200,846.75,-200,1572.5,1208.25,19.22500038,42.05000019,0.927310204
4/21/2004 23:00,-200,1020.25,-200,7.136442303,862.75,-200,932.5,-200,1491.75,1074,18.82500029,45.80000114,0.985457935
4/22/2004 0:00,-200,990.75,-200,6.357778865,828.25,-200,973.25,-200,1469,992.5,17.12499952,50.75,0.98279412
4/22/2004 1:00,-200,937.25,-200,4.553241893,740.5,-200,1058.25,-200,1420,922.5,16.22500014,53.39999962,0.977533272
4/22/2004 2:00,-200,881.5,-200,3.031871611,654,-200,1141.25,-200,1376.5,819.25,16.04999971,53.52499962,0.969120535
4/22/2004 3:00,-200,843.25,-200,2.173136162,596.75,-200,1241.5,-200,1340.5,726.5,14.29999995,59.22499943,0.960096865
4/22/2004 4:00,-200,819.25,-200,1.743937263,564.5,-200,1294.5,-200,1315.5,694,13.2750001,62.55000019,0.949825675
4/22/2004 5:00,-200,834,-200,2.155755033,595.5,-200,1276.25,-200,1334.75,727.25,13.37500024,59.52499962,0.909693371
4/22/2004 6:00,-200,976.5,-200,5.738409862,799.5,-200,989.5,-200,1473.5,926.25,12.17499995,64.05000114,0.906228475
4/22/2004 7:00,-200,1234.25,-200,13.75057861,1108.5,-200,767,-200,1728.75,1193.5,13.875,57.22499943,0.902916385
4/22/2004 8:00,-200,1403.25,-200,21.59922137,1340.25,-200,622.5,-200,2003,1501.5,15.17499995,53.15000057,0.910734358
4/22/2004 9:00,-200,1537.5,-200,26.14134515,1457.75,-200,592.75,-200,2185.5,1742.75,19.20000029,41.57500076,0.915428133
4/22/2004 10:00,-200,1342.5,-200,20.10193247,1299.25,-200,694,-200,1945,1542,23.69999981,30.625,0.885370829
4/22/2004 11:00,-200,1242.75,-200,15.4281099,1162,-200,765.75,-200,1730.75,1353.75,26.0999999,26.77499962,0.892060016
4/22/2004 12:00,-200,1200.5,-200,13.55999312,1102.25,-200,814,-200,1681.5,1175,28.125,24.37500048,0.913762525
4/22/2004 13:00,-200,1120.75,-200,11.14458936,1019.5,-200,892.5,-200,1584.75,915.5,28.29999924,23.92500019,0.906014384
4/22/2004 14:00,-200,1086.75,-200,12.16332331,1055.25,-200,908.25,-200,1562.25,817.5,27.97500038,21.0250001,0.781365058
4/22/2004 15:00,-200,1165,-200,17.49959688,1224.75,-200,823.5,-200,1676,1027.75,30.80000019,16.4000001,0.716724304
4/22/2004 16:00,-200,1224,-200,19.06189173,1270,-200,805.75,-200,1738.5,1113,31.2750001,16.17499971,0.72620584
4/22/2004 17:00,-200,1431,-200,27.11422316,1481.75,-200,678.5,-200,2025,1431,29.42500019,20.45000029,0.82623787
4/22/2004 18:00,-200,1433,-200,28.27874226,1510,-200,661,-200,2037.5,1503,25.75,24.32499981,0.793950662
4/22/2004 19:00,-200,1526.75,-200,34.98969352,1664,-200,587,-200,2237.75,1774.75,23.77499962,29.4749999,0.855940326
4/22/2004 20:00,-200,1387.25,-200,22.36500103,1360.75,-200,701,-200,1931.75,1504.75,22,34.77499962,0.907957177
4/22/2004 21:00,-200,1158.25,-200,13.49924541,1100.25,-200,834.75,-200,1658.5,1210.5,20.17500019,37.42500019,0.874750599
4/22/2004 22:00,-200,1008.5,-200,8.196874198,907.25,-200,982.25,-200,1466.25,872.25,19.25000048,38.75,0.855850043
4/22/2004 23:00,-200,1025.5,-200,7.778383116,890,-200,976.25,-200,1466.75,855.25,17.87499952,43.65000057,0.885643144
4/23/2004 0:00,-200,1118.5,-200,10.03671847,979,-200,873,-200,1593,1170.25,17.2249999,47.90000057,0.933400035
4/23/2004 1:00,-200,999.75,-200,6.596289194,839,-200,958,-200,1467,1024.25,16.34999967,49.65000057,0.916036017
4/23/2004 2:00,-200,865.5,-200,3.376941468,675,-200,1155.25,-200,1336.5,841.25,16.67499995,46.5,0.875548755
4/23/2004 3:00,-200,847.5,-200,2.834044155,641.5,-200,1202.25,-200,1325,760,14.625,53.02499962,0.877508217
4/23/2004 4:00,-200,843.75,-200,2.335824002,608.25,-200,1212.75,-200,1313.5,803,14.125,53.85000038,0.863301301
4/23/2004 5:00,0.6,852.25,46,2.908548009,646.25,59,1186,59,1321.25,792.75,14.20000005,52.22499943,0.841254241
4/23/2004 6:00,0.8,922.5,56,4.867985702,756.75,72,1040.75,67,1417.75,905.5,14.32500005,55.44999886,0.900329586
4/23/2004 7:00,4,1490,452,22.6196336,1367.5,244,626.5,95,2119.25,1540.5,13.9749999,57.95000076,0.920200798
4/23/2004 8:00,5.6,1662,880,31.08028331,1576,351,522.5,123,2416.5,1861,15.44999957,53.27500057,0.928857829
4/23/2004 9:00,5,1552.5,759,22.12096177,1354.25,358,620.75,142,2030,1895.25,19.12500048,42.125,0.923272901
4/23/2004 10:00,3.2,1423,394,18.26931036,1247.25,245,705.5,142,1887.25,1683.75,23.72499943,30.9749999,0.896824328
4/23/2004 11:00,3.8,1457.75,639,21.95268064,1349.75,240,677.25,169,1946.5,1731,26.875,25.6500001,0.894206825
4/23/2004 12:00,3.3,1348.5,541,20.07497089,1298.5,179,727.75,142,1838,1401.75,29.7249999,20.625,0.847756997
4/23/2004 13:00,3,1326.25,468,18.89522317,1265.25,160,756.5,136,1834.5,1245.75,29.17500019,21.5250001,0.857279104
4/23/2004 14:00,3.2,1356,483,20.56263699,1312,174,729,147,1864.5,1341.5,29.57500029,20.07500029,0.81809176
4/23/2004 15:00,4.4,1460,682,25.33229621,1437.5,260,680.25,196,1953.25,1488.75,30,19.4000001,0.810046014
4/23/2004 16:00,4.6,1497.25,698,25.77043438,1448.5,281,679.25,186,1984.75,1531.5,29.5,20.05000019,0.813568184
4/23/2004 17:00,5.2,1645,832,30.64856823,1566,284,599.25,177,2227.5,1909,26.99999952,26.7750001,0.940255138
