log_id,label,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,ad_click_list_v001,ad_click_list_v002,ad_click_list_v003,ad_close_list_v001,ad_close_list_v002,ad_close_list_v003,pt_d,u_newsCatInterestsST,u_refreshTimes,u_feedLifeCycle
1169827,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169830,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169832,0,200204,7,3,16,120,4,16,5,19,124,2117,7,22744,12947,8,1612,5,37,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169834,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169836,0,200204,7,3,16,120,4,16,5,19,124,2541,7,30289,19617,8,1542,4,38,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169556,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35176,12689,5,1438,3,38,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169557,0,200204,7,3,16,120,4,16,5,19,124,1710,7,25997,12387,5,1151,3,12,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169771,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169722,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169770,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169768,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169765,0,200204,7,3,16,120,4,16,5,19,124,2117,7,26320,11526,8,1392,4,47,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169763,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35909,16327,8,1392,4,38,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169761,0,200204,7,3,16,120,4,16,5,19,124,1710,7,12632,21645,8,1392,4,12,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169759,0,200204,7,3,16,120,4,16,5,19,124,1710,7,15296,10153,8,1392,4,12,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169757,0,200204,7,3,16,120,4,16,5,19,124,2541,7,16306,16637,8,1392,4,38,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169756,0,200204,7,3,16,120,4,16,5,19,124,1710,7,16306,16637,8,1392,4,12,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169754,0,200204,7,3,16,120,4,16,5,19,124,2541,7,16306,16637,8,1392,4,38,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169752,0,200204,7,3,16,120,4,16,5,19,124,1710,7,34510,13187,8,1392,4,12,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169719,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169717,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169628,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13033,12869,8,1802,4,55,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169626,0,200204,7,3,16,120,4,16,5,19,124,2541,7,13033,12869,8,1802,4,38,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169624,0,200204,7,3,16,120,4,16,5,19,124,2541,7,13033,12869,8,1802,4,38,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169622,0,200204,7,3,16,120,4,16,5,19,124,2117,7,23707,11663,8,1802,4,40,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169620,0,200204,7,3,16,120,4,16,5,19,124,2117,7,13033,12869,8,1802,4,47,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169619,0,200204,7,3,16,120,4,16,5,19,124,2541,7,23707,11663,8,1802,4,38,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169617,0,200204,7,3,16,120,4,16,5,19,124,2541,7,13033,12869,8,1802,4,38,1,181,26,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169560,0,200204,7,3,16,120,4,16,5,19,124,1710,7,33486,15513,2,1151,3,17,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169562,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35176,12689,5,1438,3,38,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169564,0,200204,7,3,16,120,4,16,5,19,124,2117,7,33486,15513,2,1151,3,44,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169567,0,200204,7,3,16,120,4,16,5,19,124,2541,7,33486,15513,2,1151,3,38,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169569,0,200204,7,3,16,120,4,16,5,19,124,2117,7,16502,14798,10,1573,4,36,1,350,39,15,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169713,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169570,0,200204,7,3,16,120,4,16,5,19,124,2117,7,16502,14798,10,1573,4,47,1,350,39,15,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169572,0,200204,7,3,16,120,4,16,5,19,124,1710,7,16502,14798,10,1573,4,14,1,350,39,15,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169573,0,200204,7,3,16,120,4,16,5,19,124,1710,7,16502,14798,10,1573,4,14,1,350,39,15,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169575,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169577,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169579,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169581,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169584,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169586,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12610,16266,10,1205,4,16,1,170,34,29,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169588,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169590,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169838,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169839,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169841,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169843,0,200204,7,3,16,120,4,16,5,19,124,2541,7,30289,19617,8,1542,4,38,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169844,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169846,0,200204,7,3,16,120,4,16,5,19,124,2117,7,18406,19392,8,2030,5,55,1,246,47,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169849,0,200204,7,3,16,120,4,16,5,19,124,2541,7,28290,13224,8,1036,4,38,1,312,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169739,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12632,21645,8,1392,4,38,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169741,0,200204,7,3,16,120,4,16,5,19,124,2541,7,12632,21645,8,1392,4,38,1,321,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169851,0,200204,7,3,16,120,4,16,5,19,124,1710,7,11483,14699,8,1041,5,12,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169853,0,200204,7,3,16,120,4,16,5,19,124,1710,7,30289,19617,8,1542,4,17,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169854,0,200204,7,3,16,120,4,16,5,19,124,2541,7,30289,19617,8,1542,4,38,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169856,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169858,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11483,14699,8,1041,5,38,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169710,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169859,0,200204,7,3,16,120,4,16,5,19,124,2117,7,22744,12947,8,1612,5,37,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169706,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169860,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169862,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169864,0,200204,7,3,16,120,4,16,5,19,124,2117,7,35368,17851,8,2030,5,36,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169592,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169593,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169595,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169867,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14022,11611,8,1542,4,38,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169869,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169871,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169596,0,200204,7,3,16,120,4,16,5,19,124,2541,7,10699,22477,10,1509,4,16,1,162,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169686,0,200204,7,3,16,120,4,16,5,19,124,2541,7,33411,19784,10,1619,4,16,1,257,49,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169684,0,200204,7,3,16,120,4,16,5,19,124,2541,7,33411,19784,10,1619,4,16,1,257,49,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169705,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169703,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169702,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169700,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169410,0,200204,7,3,16,120,4,16,5,19,124,2541,7,20446,20696,10,1635,4,16,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169412,0,200204,7,3,16,120,4,16,5,19,124,2117,7,11923,21714,8,1060,4,47,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169414,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11923,21714,8,1060,4,38,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169467,0,200204,7,3,16,120,4,16,5,19,124,2117,7,11923,21714,8,1060,4,40,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169469,0,200204,7,3,16,120,4,16,5,19,124,2541,7,20692,19451,10,1220,4,16,1,280,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169471,0,200204,7,3,16,120,4,16,5,19,124,2541,7,32971,13486,10,1220,4,16,1,280,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169473,0,200204,7,3,16,120,4,16,5,19,124,2541,7,11923,21714,8,1060,4,38,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169475,0,200204,7,3,16,120,4,16,5,19,124,2541,7,27317,13170,8,1611,4,38,1,372,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169696,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169694,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169692,0,200204,7,3,16,120,4,16,5,19,124,2541,7,35039,16335,10,2020,4,16,1,352,19,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169873,0,200204,7,3,16,120,4,16,5,19,124,1710,7,18406,19392,8,2030,5,17,1,246,47,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169875,0,200204,7,3,16,120,4,16,5,19,124,2541,7,14277,13852,8,1041,5,38,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169876,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169878,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169880,0,200204,7,3,16,120,4,16,5,19,124,2117,7,18406,19392,8,2030,5,44,1,246,47,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169882,0,200204,7,3,16,120,4,16,5,19,124,1710,7,29283,11577,8,1041,5,17,1,246,47,14,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169884,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169502,0,200204,7,3,16,120,4,16,5,19,124,1710,7,21560,18397,5,1151,3,12,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169500,0,200204,7,3,16,120,4,16,5,19,124,1710,7,35176,12689,5,1438,3,17,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169498,0,200204,7,3,16,120,4,16,5,19,124,1710,7,35176,12689,5,1438,3,12,1,213,18,23,0,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169496,0,200204,7,3,16,120,4,16,5,19,124,2541,7,20446,20696,10,1635,4,16,1,344,20,13,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169888,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169889,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169891,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169893,0,200204,7,3,16,120,4,16,5,19,124,2541,7,31996,10724,10,1403,4,16,1,174,16,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169895,0,200204,7,3,16,120,4,16,5,19,124,2541,7,31996,10724,10,1403,4,16,1,174,16,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169897,0,200204,7,3,16,120,4,16,5,19,124,2541,7,31996,10724,10,1403,4,16,1,174,16,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169901,0,200204,7,3,16,120,4,16,5,19,124,2541,7,34975,15769,10,1562,4,16,1,152,49,17,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
1169903,0,200204,7,3,16,120,4,16,5,19,124,2541,7,15501,10522,10,1036,4,16,1,312,43,18,10,16066^21493^28393^33968^11209,1005^1036^1532^1041^1562,309^312^168^246^152,24107,1218,173,2.02206E+11,27^199^187^98^100,9,17
